"UNIT";"AGE";"SEX";"GEO";"FREQ";"obsTime";"obsValue";"OBS_FLAG";"OBS_STATUS"
"PC";"Y15-64";"T";"ITH2";"A";"2007";68,3;NA;NA
"PC";"Y15-64";"T";"ITH2";"A";"2006";67,5;NA;NA
"PC";"Y15-64";"T";"ITH2";"A";"2005";67,5;"b";NA
"PC";"Y15-64";"T";"ITH2";"A";"2004";67,4;"b";NA
"PC";"Y15-64";"T";"ITH2";"A";"2003";66,1;NA;NA
"PC";"Y15-64";"T";"ITH2";"A";"2002";64,4;NA;NA
"PC";"Y15-64";"T";"ITH2";"A";"2001";64,5;NA;NA
"PC";"Y15-64";"T";"ITH2";"A";"2000";65,1;NA;NA
"PC";"Y15-64";"T";"ITH2";"A";"1999";63,5;NA;NA
"PC";"Y15-64";"T";"MT";"A";"2014";66,3;NA;NA
"PC";"Y15-64";"T";"MT";"A";"2013";65;NA;NA
"PC";"Y15-64";"T";"MT";"A";"2012";63,1;NA;NA
"PC";"Y15-64";"T";"MT";"A";"2011";61,8;NA;NA
"PC";"Y15-64";"T";"MT";"A";"2010";60,4;NA;NA
"PC";"Y15-64";"T";"MT";"A";"2009";59,4;NA;NA
"PC";"Y15-64";"T";"MT";"A";"2008";59,1;NA;NA
"PC";"Y15-64";"T";"MT";"A";"2007";58,8;NA;NA
"PC";"Y15-64";"T";"MT";"A";"2006";57,9;NA;NA
"PC";"Y15-64";"T";"MT";"A";"2005";57,6;"b";NA
"PC";"Y15-64";"T";"MT";"A";"2004";57,6;"b";NA
"PC";"Y15-64";"T";"MT";"A";"2003";59,1;NA;NA
"PC";"Y15-64";"T";"MT";"A";"2002";59,1;NA;NA
"PC";"Y15-64";"T";"MT";"A";"2001";58,9;NA;NA
"PC";"Y15-64";"T";"MT";"A";"2000";58,2;NA;NA
"PC";"Y15-64";"T";"MT";"A";"1999";NA;NA;"na"
"PC";"Y15-64";"T";"NL12";"A";"2014";79,2;NA;NA
"PC";"Y15-64";"T";"NL12";"A";"2013";79,6;NA;NA
"PC";"Y15-64";"T";"NL12";"A";"2012";78,4;NA;NA
"PC";"Y15-64";"T";"NL12";"A";"2011";77;"b";NA
"PC";"Y15-64";"T";"NL12";"A";"2010";77,3;"b";NA
"PC";"Y15-64";"T";"NL12";"A";"2009";79,3;NA;NA
"PC";"Y15-64";"T";"NL12";"A";"2008";78,8;NA;NA
"PC";"Y15-64";"T";"NL12";"A";"2007";77,1;NA;NA
"PC";"Y15-64";"T";"NL12";"A";"2006";75,2;NA;NA
"PC";"Y15-64";"T";"NL12";"A";"2005";75,7;"b";NA
"PC";"Y15-64";"T";"NL12";"A";"2004";75,4;NA;NA
"PC";"Y15-64";"T";"NL12";"A";"2003";75,1;NA;NA
"PC";"Y15-64";"T";"NL12";"A";"2002";74,8;NA;NA
"PC";"Y15-64";"T";"NL12";"A";"2001";73,2;NA;NA
"PC";"Y15-64";"T";"NL12";"A";"2000";73,4;NA;NA
"PC";"Y15-64";"T";"NL12";"A";"1999";73,1;NA;NA
"PC";"Y15-64";"T";"NL13";"A";"2014";78,5;NA;NA
"PC";"Y15-64";"T";"NL13";"A";"2013";78,4;NA;NA
"PC";"Y15-64";"T";"NL13";"A";"2012";78,3;NA;NA
"PC";"Y15-64";"T";"NL13";"A";"2011";75,9;"b";NA
"PC";"Y15-64";"T";"NL13";"A";"2010";76,3;"b";NA
"PC";"Y15-64";"T";"NL13";"A";"2009";78,4;NA;NA
"PC";"Y15-64";"T";"NL13";"A";"2008";78,1;NA;NA
"PC";"Y15-64";"T";"NL13";"A";"2007";77,5;NA;NA
"PC";"Y15-64";"T";"NL13";"A";"2006";77,3;NA;NA
"PC";"Y15-64";"T";"NL13";"A";"2005";76,6;"b";NA
"PC";"Y15-64";"T";"NL13";"A";"2004";76,4;NA;NA
"PC";"Y15-64";"T";"NL13";"A";"2003";76,9;NA;NA
"PC";"Y15-64";"T";"NL13";"A";"2002";75;NA;NA
"PC";"Y15-64";"T";"NL13";"A";"2001";72,9;NA;NA
"PC";"Y15-64";"T";"NL13";"A";"2000";73,7;NA;NA
"PC";"Y15-64";"T";"NL13";"A";"1999";72,2;NA;NA
"PC";"Y15-64";"T";"NL34";"A";"2014";78,8;NA;NA
"PC";"Y15-64";"T";"NL34";"A";"2013";77,8;NA;NA
"PC";"Y15-64";"T";"NL34";"A";"2012";78,1;NA;NA
"PC";"Y15-64";"T";"NL34";"A";"2011";76,3;"b";NA
"PC";"Y15-64";"T";"NL34";"A";"2010";76,8;"b";NA
"PC";"Y15-64";"T";"NL34";"A";"2009";78,6;NA;NA
"PC";"Y15-64";"T";"NL34";"A";"2008";77,3;NA;NA
"PC";"Y15-64";"T";"NL34";"A";"2007";76,4;NA;NA
"PC";"Y15-64";"T";"NL34";"A";"2006";76,6;NA;NA
"PC";"Y15-64";"T";"NL34";"A";"2005";75,7;"b";NA
"PC";"Y15-64";"T";"NL34";"A";"2004";73,7;NA;NA
"PC";"Y15-64";"T";"NL34";"A";"2003";72,5;NA;NA
"PC";"Y15-64";"T";"NL34";"A";"2002";74,9;NA;NA
"PC";"Y15-64";"T";"NL34";"A";"2001";72,3;NA;NA
"PC";"Y15-64";"T";"NL34";"A";"2000";74,4;NA;NA
"PC";"Y15-64";"T";"NL34";"A";"1999";73,1;NA;NA
"PC";"Y15-64";"T";"UKC1";"A";"2014";74,1;NA;NA
"PC";"Y15-64";"T";"UKC1";"A";"2013";72,2;NA;NA
"PC";"Y15-64";"T";"UKC1";"A";"2012";72,3;NA;NA
"PC";"Y15-64";"T";"UKC1";"A";"2011";72,3;NA;NA
"PC";"Y15-64";"T";"UKC1";"A";"2010";72,8;NA;NA
"PC";"Y15-64";"T";"UKC1";"A";"2009";69,7;NA;NA
"PC";"Y15-64";"T";"UKC1";"A";"2008";72;"b";NA
"PC";"Y15-64";"T";"UKC1";"A";"2007";72,5;"b";NA
"PC";"Y15-64";"T";"UKC1";"A";"2006";72;NA;NA
"PC";"Y15-64";"T";"UKC1";"A";"2005";71;"b";NA
"PC";"Y15-64";"T";"UKC1";"A";"2004";69,6;"b";NA
"PC";"Y15-64";"T";"UKC1";"A";"2003";67,1;NA;NA
"PC";"Y15-64";"T";"UKC1";"A";"2002";68,1;NA;NA
"PC";"Y15-64";"T";"UKC1";"A";"2001";69,6;NA;NA
"PC";"Y15-64";"T";"UKC1";"A";"2000";71,1;NA;NA
"PC";"Y15-64";"T";"UKC1";"A";"1999";69,3;"b";NA
"PC";"Y15-64";"T";"UKE2";"A";"2014";79,6;NA;NA
"PC";"Y15-64";"T";"UKE2";"A";"2013";78,4;NA;NA
"PC";"Y15-64";"T";"UKE2";"A";"2012";79,4;NA;NA
"PC";"Y15-64";"T";"UKE2";"A";"2011";78;NA;NA
"PC";"Y15-64";"T";"UKE2";"A";"2010";78,5;NA;NA
"PC";"Y15-64";"T";"UKE2";"A";"2009";77,7;NA;NA
"PC";"Y15-64";"T";"UKE2";"A";"2008";79,2;"b";NA
"PC";"Y15-64";"T";"UKE2";"A";"2007";76,8;"b";NA
"PC";"Y15-64";"T";"UKE2";"A";"2006";79,5;NA;NA
"PC";"Y15-64";"T";"UKE2";"A";"2005";78,8;"b";NA
"PC";"Y15-64";"T";"UKE2";"A";"2004";79,3;"b";NA
"PC";"Y15-64";"T";"UKE2";"A";"2003";78,6;NA;NA
"PC";"Y15-64";"T";"UKE2";"A";"2002";77,9;NA;NA
"PC";"Y15-64";"T";"UKE2";"A";"2001";78,5;NA;NA
"PC";"Y15-64";"T";"UKE2";"A";"2000";79,3;NA;NA
"PC";"Y15-64";"T";"UKE2";"A";"1999";77,6;"b";NA
