"UNIT";"AGE";"SEX";"GEO";"FREQ";"obsTime";"obsValue";"OBS_FLAG";"OBS_STATUS"
"PC";"Y15-64";"T";"NL13";"A";"2006";73,8;NA;NA
"PC";"Y15-64";"T";"NL13";"A";"2005";72,2;"b";NA
"PC";"Y15-64";"T";"NL13";"A";"2004";72,1;NA;NA
"PC";"Y15-64";"T";"NL13";"A";"2003";74,3;NA;NA
"PC";"Y15-64";"T";"NL13";"A";"2002";72,8;NA;NA
"PC";"Y15-64";"T";"NL13";"A";"2001";70,7;NA;NA
"PC";"Y15-64";"T";"NL13";"A";"2000";71,1;NA;NA
"PC";"Y15-64";"T";"NL13";"A";"1999";66,1;NA;NA
"PC";"Y15-64";"T";"NL34";"A";"2014";75;NA;NA
"PC";"Y15-64";"T";"NL34";"A";"2013";74,2;NA;NA
"PC";"Y15-64";"T";"NL34";"A";"2012";75,3;NA;NA
"PC";"Y15-64";"T";"NL34";"A";"2011";73,9;"b";NA
"PC";"Y15-64";"T";"NL34";"A";"2010";74,7;"b";NA
"PC";"Y15-64";"T";"NL34";"A";"2009";77;NA;NA
"PC";"Y15-64";"T";"NL34";"A";"2008";75,3;NA;NA
"PC";"Y15-64";"T";"NL34";"A";"2007";74,8;NA;NA
"PC";"Y15-64";"T";"NL34";"A";"2006";74,6;NA;NA
"PC";"Y15-64";"T";"NL34";"A";"2005";73,1;"b";NA
"PC";"Y15-64";"T";"NL34";"A";"2004";71,2;NA;NA
"PC";"Y15-64";"T";"NL34";"A";"2003";71,2;NA;NA
"PC";"Y15-64";"T";"NL34";"A";"2002";73,1;NA;NA
"PC";"Y15-64";"T";"NL34";"A";"2001";70,4;NA;NA
"PC";"Y15-64";"T";"NL34";"A";"2000";71,9;NA;NA
"PC";"Y15-64";"T";"NL34";"A";"1999";68,7;NA;NA
"PC";"Y15-64";"T";"UKC1";"A";"2014";66,7;NA;NA
"PC";"Y15-64";"T";"UKC1";"A";"2013";64,3;NA;NA
"PC";"Y15-64";"T";"UKC1";"A";"2012";63,8;NA;NA
"PC";"Y15-64";"T";"UKC1";"A";"2011";63,6;NA;NA
"PC";"Y15-64";"T";"UKC1";"A";"2010";66,1;NA;NA
"PC";"Y15-64";"T";"UKC1";"A";"2009";63,9;NA;NA
"PC";"Y15-64";"T";"UKC1";"A";"2008";66,4;"b";NA
"PC";"Y15-64";"T";"UKC1";"A";"2007";68,1;"b";NA
"PC";"Y15-64";"T";"UKC1";"A";"2006";67,8;NA;NA
"PC";"Y15-64";"T";"UKC1";"A";"2005";66,8;"b";NA
"PC";"Y15-64";"T";"UKC1";"A";"2004";65,9;"b";NA
"PC";"Y15-64";"T";"UKC1";"A";"2003";61,9;NA;NA
"PC";"Y15-64";"T";"UKC1";"A";"2002";63,7;NA;NA
"PC";"Y15-64";"T";"UKC1";"A";"2001";64,5;NA;NA
"PC";"Y15-64";"T";"UKC1";"A";"2000";64,6;NA;NA
"PC";"Y15-64";"T";"UKC1";"A";"1999";62;"b";NA
"PC";"Y15-64";"T";"UKE2";"A";"2014";75,9;NA;NA
"PC";"Y15-64";"T";"UKE2";"A";"2013";74,8;NA;NA
"PC";"Y15-64";"T";"UKE2";"A";"2012";75,3;NA;NA
"PC";"Y15-64";"T";"UKE2";"A";"2011";72,8;NA;NA
"PC";"Y15-64";"T";"UKE2";"A";"2010";73;NA;NA
"PC";"Y15-64";"T";"UKE2";"A";"2009";73,5;NA;NA
"PC";"Y15-64";"T";"UKE2";"A";"2008";77;"b";NA
"PC";"Y15-64";"T";"UKE2";"A";"2007";74,1;"b";NA
"PC";"Y15-64";"T";"UKE2";"A";"2006";76,2;NA;NA
"PC";"Y15-64";"T";"UKE2";"A";"2005";76,5;"b";NA
"PC";"Y15-64";"T";"UKE2";"A";"2004";77,1;"b";NA
"PC";"Y15-64";"T";"UKE2";"A";"2003";76,5;NA;NA
"PC";"Y15-64";"T";"UKE2";"A";"2002";74,8;NA;NA
"PC";"Y15-64";"T";"UKE2";"A";"2001";76,6;NA;NA
"PC";"Y15-64";"T";"UKE2";"A";"2000";75,4;NA;NA
"PC";"Y15-64";"T";"UKE2";"A";"1999";74,6;"b";NA
