"ICD10";"UNIT";"AGE";"SEX";"GEO";"FREQ";"obsTime";"obsValue";"OBS_STATUS"
"I";"RT";"TOTAL";"T";"ITH2";"A";"2001";443;NA
"I";"RT";"TOTAL";"T";"ITH2";"A";"2000";421,5;NA
"I";"RT";"TOTAL";"T";"ITH2";"A";"1999";436,9;NA
"I";"RT";"TOTAL";"T";"ITH2";"A";"1998";468,6;NA
"I";"RT";"TOTAL";"T";"ITH2";"A";"1997";NA;"na"
"I";"RT";"TOTAL";"T";"ITH2";"A";"1996";NA;"na"
"I";"RT";"TOTAL";"T";"ITH2";"A";"1995";NA;"na"
"I";"RT";"TOTAL";"T";"ITH2";"A";"1994";NA;"na"
"I";"RT";"TOTAL";"T";"MT";"A";"2010";277,9;NA
"I";"RT";"TOTAL";"T";"MT";"A";"2009";302,8;NA
"I";"RT";"TOTAL";"T";"MT";"A";"2008";311;NA
"I";"RT";"TOTAL";"T";"MT";"A";"2007";311;NA
"I";"RT";"TOTAL";"T";"MT";"A";"2006";337,8;NA
"I";"RT";"TOTAL";"T";"MT";"A";"2005";343,7;NA
"I";"RT";"TOTAL";"T";"MT";"A";"2004";312,8;NA
"I";"RT";"TOTAL";"T";"MT";"A";"2003";345;NA
"I";"RT";"TOTAL";"T";"MT";"A";"2002";337,4;NA
"I";"RT";"TOTAL";"T";"MT";"A";"2001";326,4;NA
"I";"RT";"TOTAL";"T";"MT";"A";"2000";359,8;NA
"I";"RT";"TOTAL";"T";"MT";"A";"1999";390,7;NA
"I";"RT";"TOTAL";"T";"MT";"A";"1998";353,6;NA
"I";"RT";"TOTAL";"T";"MT";"A";"1997";353,9;NA
"I";"RT";"TOTAL";"T";"MT";"A";"1996";340,2;NA
"I";"RT";"TOTAL";"T";"MT";"A";"1995";313,4;NA
"I";"RT";"TOTAL";"T";"MT";"A";"1994";324;NA
"I";"RT";"TOTAL";"T";"NL12";"A";"2010";254,8;NA
"I";"RT";"TOTAL";"T";"NL12";"A";"2009";267,1;NA
"I";"RT";"TOTAL";"T";"NL12";"A";"2008";260,9;NA
"I";"RT";"TOTAL";"T";"NL12";"A";"2007";262,8;NA
"I";"RT";"TOTAL";"T";"NL12";"A";"2006";286,7;NA
"I";"RT";"TOTAL";"T";"NL12";"A";"2005";291,2;NA
"I";"RT";"TOTAL";"T";"NL12";"A";"2004";290,6;NA
"I";"RT";"TOTAL";"T";"NL12";"A";"2003";319,4;NA
"I";"RT";"TOTAL";"T";"NL12";"A";"2002";333,2;NA
"I";"RT";"TOTAL";"T";"NL12";"A";"2001";334,1;NA
"I";"RT";"TOTAL";"T";"NL12";"A";"2000";331,3;NA
"I";"RT";"TOTAL";"T";"NL12";"A";"1999";338;NA
"I";"RT";"TOTAL";"T";"NL12";"A";"1998";340,5;NA
"I";"RT";"TOTAL";"T";"NL12";"A";"1997";361,2;NA
"I";"RT";"TOTAL";"T";"NL12";"A";"1996";377,2;NA
"I";"RT";"TOTAL";"T";"NL12";"A";"1995";370,7;NA
"I";"RT";"TOTAL";"T";"NL12";"A";"1994";367,1;NA
"I";"RT";"TOTAL";"T";"NL13";"A";"2010";277,3;NA
"I";"RT";"TOTAL";"T";"NL13";"A";"2009";265,7;NA
"I";"RT";"TOTAL";"T";"NL13";"A";"2008";278,7;NA
"I";"RT";"TOTAL";"T";"NL13";"A";"2007";275,1;NA
"I";"RT";"TOTAL";"T";"NL13";"A";"2006";280,8;NA
"I";"RT";"TOTAL";"T";"NL13";"A";"2005";289,9;NA
"I";"RT";"TOTAL";"T";"NL13";"A";"2004";295,3;NA
"I";"RT";"TOTAL";"T";"NL13";"A";"2003";313,6;NA
"I";"RT";"TOTAL";"T";"NL13";"A";"2002";324,1;NA
"I";"RT";"TOTAL";"T";"NL13";"A";"2001";323,3;NA
"I";"RT";"TOTAL";"T";"NL13";"A";"2000";325,3;NA
"I";"RT";"TOTAL";"T";"NL13";"A";"1999";336,6;NA
"I";"RT";"TOTAL";"T";"NL13";"A";"1998";346;NA
"I";"RT";"TOTAL";"T";"NL13";"A";"1997";337,8;NA
"I";"RT";"TOTAL";"T";"NL13";"A";"1996";345,9;NA
"I";"RT";"TOTAL";"T";"NL13";"A";"1995";366,6;NA
"I";"RT";"TOTAL";"T";"NL13";"A";"1994";340,1;NA
"I";"RT";"TOTAL";"T";"NL34";"A";"2010";298,8;NA
"I";"RT";"TOTAL";"T";"NL34";"A";"2009";272,6;NA
"I";"RT";"TOTAL";"T";"NL34";"A";"2008";296;NA
"I";"RT";"TOTAL";"T";"NL34";"A";"2007";301,4;NA
"I";"RT";"TOTAL";"T";"NL34";"A";"2006";299,7;NA
"I";"RT";"TOTAL";"T";"NL34";"A";"2005";307,3;NA
"I";"RT";"TOTAL";"T";"NL34";"A";"2004";337,8;NA
"I";"RT";"TOTAL";"T";"NL34";"A";"2003";326,4;NA
"I";"RT";"TOTAL";"T";"NL34";"A";"2002";348,3;NA
"I";"RT";"TOTAL";"T";"NL34";"A";"2001";330,3;NA
"I";"RT";"TOTAL";"T";"NL34";"A";"2000";357,3;NA
"I";"RT";"TOTAL";"T";"NL34";"A";"1999";338,3;NA
"I";"RT";"TOTAL";"T";"NL34";"A";"1998";346,5;NA
"I";"RT";"TOTAL";"T";"NL34";"A";"1997";351,9;NA
"I";"RT";"TOTAL";"T";"NL34";"A";"1996";369,9;NA
"I";"RT";"TOTAL";"T";"NL34";"A";"1995";391,2;NA
"I";"RT";"TOTAL";"T";"NL34";"A";"1994";372,5;NA
"I";"RT";"TOTAL";"T";"UKC1";"A";"2010";289,1;NA
"I";"RT";"TOTAL";"T";"UKC1";"A";"2009";314;NA
"I";"RT";"TOTAL";"T";"UKC1";"A";"2008";326,8;NA
"I";"RT";"TOTAL";"T";"UKC1";"A";"2007";338;NA
"I";"RT";"TOTAL";"T";"UKC1";"A";"2006";361,4;NA
"I";"RT";"TOTAL";"T";"UKC1";"A";"2005";373,6;NA
"I";"RT";"TOTAL";"T";"UKC1";"A";"2004";394,6;NA
"I";"RT";"TOTAL";"T";"UKC1";"A";"2003";422,4;NA
"I";"RT";"TOTAL";"T";"UKC1";"A";"2002";431,5;NA
"I";"RT";"TOTAL";"T";"UKC1";"A";"2001";442,8;NA
"I";"RT";"TOTAL";"T";"UKC1";"A";"2000";425;NA
"I";"RT";"TOTAL";"T";"UKC1";"A";"1999";460,1;NA
"I";"RT";"TOTAL";"T";"UKC1";"A";"1998";475,3;NA
"I";"RT";"TOTAL";"T";"UKC1";"A";"1997";480,1;NA
"I";"RT";"TOTAL";"T";"UKC1";"A";"1996";493,8;NA
"I";"RT";"TOTAL";"T";"UKC1";"A";"1995";511,1;NA
"I";"RT";"TOTAL";"T";"UKC1";"A";"1994";503,3;NA
"I";"RT";"TOTAL";"T";"UKE2";"A";"2010";349,6;NA
"I";"RT";"TOTAL";"T";"UKE2";"A";"2009";341,5;NA
"I";"RT";"TOTAL";"T";"UKE2";"A";"2008";367,2;NA
"I";"RT";"TOTAL";"T";"UKE2";"A";"2007";371;NA
"I";"RT";"TOTAL";"T";"UKE2";"A";"2006";391,9;NA
"I";"RT";"TOTAL";"T";"UKE2";"A";"2005";392,8;NA
"I";"RT";"TOTAL";"T";"UKE2";"A";"2004";420,8;NA
"I";"RT";"TOTAL";"T";"UKE2";"A";"2003";451,6;NA
"I";"RT";"TOTAL";"T";"UKE2";"A";"2002";466,9;NA
"I";"RT";"TOTAL";"T";"UKE2";"A";"2001";467,1;NA
"I";"RT";"TOTAL";"T";"UKE2";"A";"2000";461,2;NA
"I";"RT";"TOTAL";"T";"UKE2";"A";"1999";469,7;NA
"I";"RT";"TOTAL";"T";"UKE2";"A";"1998";513,7;NA
"I";"RT";"TOTAL";"T";"UKE2";"A";"1997";509,7;NA
"I";"RT";"TOTAL";"T";"UKE2";"A";"1996";530,3;NA
"I";"RT";"TOTAL";"T";"UKE2";"A";"1995";537,6;NA
"I";"RT";"TOTAL";"T";"UKE2";"A";"1994";542,7;NA
