"UNIT";"INDIC_TO";"NACE_R2";"GEO";"FREQ";"obsTime";"obsValue";"OBS_STATUS";"OBS_FLAG"
"P_THAB";"B006";"I551-I553";"ITH1";"A";"2015";NA;"na";NA
"P_THAB";"B006";"I551-I553";"ITH1";"A";"2014";55125,36;NA;NA
"P_THAB";"B006";"I551-I553";"ITH1";"A";"2013";56938;NA;NA
"P_THAB";"B006";"I551-I553";"ITH1";"A";"2012";58249;NA;NA
"P_THAB";"B006";"I551-I553";"ITH1";"A";"2011";56874;NA;NA
"P_THAB";"B006";"I551-I553";"ITH1";"A";"2010";56747;NA;NA
"P_THAB";"B006";"I551-I553";"ITH1";"A";"2009";56264;NA;NA
"P_THAB";"B006";"I551-I553";"ITH1";"A";"2008";56082;NA;NA
"P_THAB";"B006";"I551-I553";"ITH1";"A";"2007";55966;NA;NA
"P_THAB";"B006";"I551-I553";"ITH1";"A";"2006";54699;NA;NA
"P_THAB";"B006";"I551-I553";"ITH1";"A";"2005";54791;NA;NA
"P_THAB";"B006";"I551-I553";"ITH1";"A";"2004";54488;NA;NA
"P_THAB";"B006";"I551-I553";"ITH1";"A";"2003";NA;"na";NA
"P_THAB";"B006";"I551-I553";"ITH1";"A";"2002";NA;"na";NA
"P_THAB";"B006";"I551-I553";"ITH1";"A";"2001";NA;"na";NA
"P_THAB";"B006";"I551-I553";"ITH1";"A";"2000";NA;"na";NA
"P_THAB";"B006";"I551-I553";"ITH1";"A";"1999";NA;"na";NA
"P_THAB";"B006";"I551-I553";"ITH1";"A";"1998";NA;"na";NA
"P_THAB";"B006";"I551-I553";"ITH1";"A";"1997";NA;"na";NA
"P_THAB";"B006";"I551-I553";"ITH1";"A";"1996";NA;"na";NA
"P_THAB";"B006";"I551-I553";"ITH1";"A";"1995";NA;"na";NA
"P_THAB";"B006";"I551-I553";"ITH1";"A";"1994";NA;"na";NA
"P_THAB";"B006";"I551-I553";"ITH1";"A";"1993";NA;"na";NA
"P_THAB";"B006";"I551-I553";"ITH1";"A";"1992";NA;"na";NA
"P_THAB";"B006";"I551-I553";"ITH1";"A";"1991";NA;"na";NA
"P_THAB";"B006";"I551-I553";"ITH1";"A";"1990";NA;"na";NA
"P_THAB";"B006";"I551-I553";"ITH2";"A";"2015";NA;"na";NA
"P_THAB";"B006";"I551-I553";"ITH2";"A";"2014";28662,55;NA;NA
"P_THAB";"B006";"I551-I553";"ITH2";"A";"2013";29195;NA;NA
"P_THAB";"B006";"I551-I553";"ITH2";"A";"2012";29509;NA;NA
"P_THAB";"B006";"I551-I553";"ITH2";"A";"2011";28874;NA;NA
"P_THAB";"B006";"I551-I553";"ITH2";"A";"2010";28945;NA;NA
"P_THAB";"B006";"I551-I553";"ITH2";"A";"2009";29310;NA;NA
"P_THAB";"B006";"I551-I553";"ITH2";"A";"2008";28972;NA;NA
"P_THAB";"B006";"I551-I553";"ITH2";"A";"2007";28998;NA;NA
"P_THAB";"B006";"I551-I553";"ITH2";"A";"2006";29034;NA;NA
"P_THAB";"B006";"I551-I553";"ITH2";"A";"2005";29134;NA;NA
"P_THAB";"B006";"I551-I553";"ITH2";"A";"2004";28215;NA;NA
"P_THAB";"B006";"I551-I553";"ITH2";"A";"2003";NA;"na";NA
"P_THAB";"B006";"I551-I553";"ITH2";"A";"2002";NA;"na";NA
"P_THAB";"B006";"I551-I553";"ITH2";"A";"2001";NA;"na";NA
"P_THAB";"B006";"I551-I553";"ITH2";"A";"2000";NA;"na";NA
"P_THAB";"B006";"I551-I553";"ITH2";"A";"1999";NA;"na";NA
"P_THAB";"B006";"I551-I553";"ITH2";"A";"1998";NA;"na";NA
"P_THAB";"B006";"I551-I553";"ITH2";"A";"1997";NA;"na";NA
"P_THAB";"B006";"I551-I553";"ITH2";"A";"1996";NA;"na";NA
"P_THAB";"B006";"I551-I553";"ITH2";"A";"1995";NA;"na";NA
"P_THAB";"B006";"I551-I553";"ITH2";"A";"1994";NA;"na";NA
"P_THAB";"B006";"I551-I553";"ITH2";"A";"1993";NA;"na";NA
"P_THAB";"B006";"I551-I553";"ITH2";"A";"1992";NA;"na";NA
"P_THAB";"B006";"I551-I553";"ITH2";"A";"1991";NA;"na";NA
"P_THAB";"B006";"I551-I553";"ITH2";"A";"1990";NA;"na";NA
"P_THAB";"B006";"I551-I553";"ITH3";"A";"2015";NA;"na";NA
"P_THAB";"B006";"I551-I553";"ITH3";"A";"2014";12556,43;NA;NA
"P_THAB";"B006";"I551-I553";"ITH3";"A";"2013";12605;NA;NA
"P_THAB";"B006";"I551-I553";"ITH3";"A";"2012";12847;NA;NA
"P_THAB";"B006";"I551-I553";"ITH3";"A";"2011";12840;NA;NA
"P_THAB";"B006";"I551-I553";"ITH3";"A";"2010";12381;NA;NA
"P_THAB";"B006";"I551-I553";"ITH3";"A";"2009";12372;NA;NA
"P_THAB";"B006";"I551-I553";"ITH3";"A";"2008";12542;NA;NA
"P_THAB";"B006";"I551-I553";"ITH3";"A";"2007";12890;NA;NA
"P_THAB";"B006";"I551-I553";"ITH3";"A";"2006";12527;NA;NA
"P_THAB";"B006";"I551-I553";"ITH3";"A";"2005";12069;NA;NA
"P_THAB";"B006";"I551-I553";"ITH3";"A";"2004";11751;NA;NA
"P_THAB";"B006";"I551-I553";"ITH3";"A";"2003";NA;"na";NA
"P_THAB";"B006";"I551-I553";"ITH3";"A";"2002";NA;"na";NA
"P_THAB";"B006";"I551-I553";"ITH3";"A";"2001";NA;"na";NA
"P_THAB";"B006";"I551-I553";"ITH3";"A";"2000";NA;"na";NA
"P_THAB";"B006";"I551-I553";"ITH3";"A";"1999";NA;"na";NA
"P_THAB";"B006";"I551-I553";"ITH3";"A";"1998";NA;"na";NA
"P_THAB";"B006";"I551-I553";"ITH3";"A";"1997";NA;"na";NA
"P_THAB";"B006";"I551-I553";"ITH3";"A";"1996";NA;"na";NA
"P_THAB";"B006";"I551-I553";"ITH3";"A";"1995";NA;"na";NA
"P_THAB";"B006";"I551-I553";"ITH3";"A";"1994";NA;"na";NA
"P_THAB";"B006";"I551-I553";"ITH3";"A";"1993";NA;"na";NA
"P_THAB";"B006";"I551-I553";"ITH3";"A";"1992";NA;"na";NA
"P_THAB";"B006";"I551-I553";"ITH3";"A";"1991";NA;"na";NA
"P_THAB";"B006";"I551-I553";"ITH3";"A";"1990";NA;"na";NA
