"UNIT";"AGE";"SEX";"GEO";"FREQ";"obsTime";"obsValue";"OBS_FLAG";"OBS_STATUS"
"HR";"Y_GE15";"T";"ITC4";"A";"2013";37,3;NA;NA
"HR";"Y_GE15";"T";"ITC4";"A";"2012";37,5;NA;NA
"HR";"Y_GE15";"T";"ITC4";"A";"2011";37,9;NA;NA
"HR";"Y_GE15";"T";"ITC4";"A";"2010";37,9;NA;NA
"HR";"Y_GE15";"T";"ITC4";"A";"2009";38,1;NA;NA
"HR";"Y_GE15";"T";"ITC4";"A";"2008";38,5;NA;NA
"HR";"Y_GE15";"T";"ITC4";"A";"2007";38,7;NA;NA
"HR";"Y_GE15";"T";"ITC4";"A";"2006";38,8;NA;NA
"HR";"Y_GE15";"T";"ITC4";"A";"2005";39;"b";NA
"HR";"Y_GE15";"T";"ITC4";"A";"2004";39,2;"b";NA
"HR";"Y_GE15";"T";"ITC4";"A";"2003";39,5;NA;NA
"HR";"Y_GE15";"T";"ITC4";"A";"2002";39,2;NA;NA
"HR";"Y_GE15";"T";"ITC4";"A";"2001";39,4;NA;NA
"HR";"Y_GE15";"T";"ITC4";"A";"2000";39,2;NA;NA
"HR";"Y_GE15";"T";"ITC4";"A";"1999";39,3;NA;NA
"HR";"Y_GE15";"T";"ITH";"A";"2015";37,3;NA;NA
"HR";"Y_GE15";"T";"ITH";"A";"2014";37,2;NA;NA
"HR";"Y_GE15";"T";"ITH";"A";"2013";37,2;NA;NA
"HR";"Y_GE15";"T";"ITH";"A";"2012";37,3;NA;NA
"HR";"Y_GE15";"T";"ITH";"A";"2011";37,6;NA;NA
"HR";"Y_GE15";"T";"ITH";"A";"2010";38;NA;NA
"HR";"Y_GE15";"T";"ITH";"A";"2009";38,1;NA;NA
"HR";"Y_GE15";"T";"ITH";"A";"2008";38,5;NA;NA
"HR";"Y_GE15";"T";"ITH";"A";"2007";38,7;NA;NA
"HR";"Y_GE15";"T";"ITH";"A";"2006";38,7;NA;NA
"HR";"Y_GE15";"T";"ITH";"A";"2005";38,9;"b";NA
"HR";"Y_GE15";"T";"ITH";"A";"2004";39,2;"b";NA
"HR";"Y_GE15";"T";"ITH";"A";"2003";38,9;NA;NA
"HR";"Y_GE15";"T";"ITH";"A";"2002";39,1;NA;NA
"HR";"Y_GE15";"T";"ITH";"A";"2001";38,9;NA;NA
"HR";"Y_GE15";"T";"ITH";"A";"2000";39,1;NA;NA
"HR";"Y_GE15";"T";"ITH";"A";"1999";39,2;NA;NA
"HR";"Y_GE15";"T";"ITH1";"A";"2015";37,7;NA;NA
"HR";"Y_GE15";"T";"ITH1";"A";"2014";37,6;NA;NA
"HR";"Y_GE15";"T";"ITH1";"A";"2013";37,6;NA;NA
"HR";"Y_GE15";"T";"ITH1";"A";"2012";37,3;NA;NA
"HR";"Y_GE15";"T";"ITH1";"A";"2011";37,7;NA;NA
"HR";"Y_GE15";"T";"ITH1";"A";"2010";37,7;NA;NA
"HR";"Y_GE15";"T";"ITH1";"A";"2009";38,4;NA;NA
"HR";"Y_GE15";"T";"ITH1";"A";"2008";38,5;NA;NA
"HR";"Y_GE15";"T";"ITH1";"A";"2007";38;NA;NA
"HR";"Y_GE15";"T";"ITH1";"A";"2006";38,3;NA;NA
"HR";"Y_GE15";"T";"ITH1";"A";"2005";39;"b";NA
